id,EAP,HPL,MWS
id02310,0.04329986870288849,0.028217941522598267,0.928482174873352
id24541,0.980839729309082,0.018544316291809082,6.160068442113698e-4
id00134,0.02630416303873062,0.967331051826477,0.006364809349179268
id27757,0.9147077202796936,0.07623462378978729,0.009057601913809776
id04081,0.8106884956359863,0.09087804704904556,0.0984334647655487
id27337,0.9933250546455383,0.00543970288708806,0.0012353048659861088
id24265,0.9386395215988159,0.03959764540195465,0.021762771531939507
id25917,0.086521148681640625,0.7399981617927551,0.17348070442676544
id04951,0.990998387336731,0.008795836940407753,2.0580601994879544e-4
id14549,0.8142043948173523,0.10011781007051468,0.08567775785923004
id22505,0.024026812985539436,0.03962079808115959,0.9363524317741394
id24002,7.318489369936287e-4,0.9989486336708069,3.1949617550708354e-4
id18982,0.005578826181590557,0.8669669032096863,0.1274542212486267
id15181,0.004630052484571934,0.9944648146629333,9.050663793459535e-4
id21888,0.8325223326683044,0.09081768989562988,0.07665999233722687
id12035,0.02625737339258194,0.017559899017214775,0.9561827182769775
id17991,0.7189465761184692,0.137387216091156,0.14366625249385834
id10707,0.9998286962509155,1.4369656855706125e-4,2.749903615040239e-5
id07101,0.03360563889145851,0.09175824373960495,0.8746361136436462
id00345,0.8493168354034424,0.14057940244674683,0.010103768669068813
id05912,0.9553894400596619,0.025371626019477844,0.019238822162151337
id13443,0.9108790159225464,0.04273096099495888,0.04638998955488205
id09248,0.45933759212493896,0.25483089685440063,0.2858315408229828
id17542,0.37758415937423706,0.5159233212471008,0.10649256408214569
id06995,0.2238922268152237,0.22933289408683777,0.5467748641967773
id25159,0.7020029425621033,0.1185443103313446,0.1794527918100357
id25729,0.5745896100997925,0.38514700531959534,0.04026341065764427
id26949,0.8431416153907776,0.12513341009616852,0.03172500431537628
id27191,0.018240220844745636,0.008487244136631489,0.9732725620269775
id07668,0.015586281195282936,0.009239383973181248,0.9751743674278259
id02230,0.03605707362294197,0.022353820502758026,0.9415891170501709
id15553,0.9996457099914551,3.1126473913900554e-4,4.301341687096283e-5
id25688,5.40414359420538e-4,0.9853510856628418,0.01410852000117302
id17545,0.9592915177345276,0.026811247691512108,0.013897307217121124
id13929,0.5652016997337341,0.27049964666366577,0.1642986685037613
id12880,0.2096281349658966,0.09205491840839386,0.6983169913291931
id19282,0.6550942063331604,0.2244870662689209,0.1204187199473381
id14690,0.018993932753801346,0.020609373226761818,0.9603967070579529
id17975,0.0015318780206143856,0.9809691905975342,0.01749885082244873
id08037,0.9992597699165344,5.384058458730578e-4,2.0173744997009635e-4
id15412,0.07402387261390686,0.026638545095920563,0.8993375897407532
id25032,0.6773505806922913,0.15750287473201752,0.1651465743780136
id27165,0.9983385801315308,0.0012856707908213139,3.7575888563878834e-4
id03327,0.9838375449180603,0.013086008839309216,0.0030764236580580473
id18515,0.9943062663078308,0.0041962056420743465,0.001497550867497921
