id,EAP,HPL,MWS
id02310,0.020278917625546455,0.009742031805217266,0.9699791073799133
id24541,0.9985014200210571,0.0010907211108133197,4.079016507603228e-4
id00134,0.004984444472938776,0.9943689703941345,6.466255872510374e-4
id27757,0.8587679862976074,0.13614529371261597,0.0050867050886154175
id04081,0.7818798422813416,0.0836285725235939,0.13449157774448395
id27337,0.9928264617919922,0.004652771167457104,0.0025207549333572388
id24265,0.9734989404678345,0.014510500244796276,0.011990535072982311
id25917,0.009049995802342892,0.12632040679454803,0.8646296262741089
id04951,0.9985800981521606,8.711995906196535e-4,5.486844456754625e-4
id14549,0.9387080669403076,0.007474624551832676,0.053817324340343475
id22505,0.002214873908087611,0.003909400664269924,0.9938756823539734
id24002,3.214455209672451e-4,0.9994986057281494,1.7991469940170646e-4
id18982,0.0959589034318924,0.2703753411769867,0.6336657404899597
id15181,0.0017332116840407252,0.997825026512146,4.418028984218836e-4
id21888,0.5963220596313477,0.018679184839129448,0.38499873876571655
id12035,0.0010019909823313355,3.229781286790967e-4,0.9986750483512878
id17991,0.34433433413505554,0.012150279246270657,0.643515408039093
id10707,0.9986066222190857,9.220815263688564e-4,4.7131150495260954e-4
id07101,0.4401574432849884,0.03730691224336624,0.5225356817245483
id00345,0.15607938170433044,0.8343125581741333,0.00960804894566536
id05912,0.8373387455940247,0.044064223766326904,0.11859697848558426
id13443,0.9268376231193542,0.011641046032309532,0.061521340161561966
id09248,0.40740206837654114,0.04895661026239395,0.5436413288116455
id17542,0.024853134527802467,0.9619074463844299,0.013239452615380287
id06995,0.04053904488682747,0.0010708353947848082,0.9583901762962341
id25159,0.5898867249488831,0.025097783654928207,0.38501548767089844
id25729,0.5659186244010925,0.36681079864501953,0.06727057695388794
id26949,0.9733070135116577,0.015095049515366554,0.011597901582717896
id27191,0.012515424750745296,0.0049333455972373486,0.9825512766838074
id07668,0.7182883620262146,0.00518181873485446,0.27652981877326965
id02230,0.03615674749016762,0.1552683711051941,0.808574914932251
id15553,0.9982166886329651,3.746871661860496e-4,0.0014085543807595968
id25688,9.203922818414867e-4,0.9986868500709534,3.928128571715206e-4
id17545,0.9776366949081421,0.016728749498724937,0.005634536501020193
id13929,0.28922173380851746,0.2876829504966736,0.42309528589248657
id12880,0.02439349889755249,0.9618721008300781,0.013734318315982819
id19282,0.5497273206710815,0.2533939480781555,0.19687871634960175
id14690,0.004913853947073221,8.355060708709061e-4,0.9942506551742554
id17975,0.009095211513340473,0.9821695685386658,0.008735242299735546
id08037,0.9919971823692322,0.0038823720533400774,0.0041204337030649185
id15412,0.13730387389659882,0.007568059954792261,0.8551280498504639
id25032,0.5616782307624817,0.09004241228103638,0.3482793867588043
id27165,0.9974129796028137,0.0014692414551973343,0.0011177713749930263
id03327,0.867987871170044,0.111735999584198,0.020276105031371117
id18515,0.9362672567367554,0.0031276587396860123,0.060605160892009735
id21003,0.05701757222414017,0.01624208316206932,0.9267403483390808
id23855,7.879218901507556e-4,0.9955124258995056,0.003699621884152293
id20724,0.6992180943489075,0.11365852504968643,0.1871234029531479
id13303,0.6884525418281555,0.0639287680387497,0.24761870503425598
id16521,0.013031917624175549,0.8411944508552551,0.14577360451221466
id20775,0.9987485408782959,5.650966195389628e-4,6.863286253064871e-4
id13029,0.9994409680366516,3.1856479472480714e-4,2.4050592037383467e-4
id14660,0.5994487404823303,0.35337716341018677,0.047174111008644104
id11028,5.13520441018045e-4,1.9094243180006742e-4,0.9992954730987549
id14180,0.9920949339866638,0.00330080883577466,0.00460421945899725
id25860,0.99882572889328,6.852668011561036e-4,4.889912088401616e-4
id11910,0.3163354992866516,0.022871118038892746,0.6607934236526489
id08065,0.10259009152650833,0.016207193955779076,0.88120269775390625
id22674,0.004263774957507849,0.0016326927579939365,0.9941034913063049
id25018,0.4152158498764038,0.0066861240193247795,0.5780980587005615
id10892,0.0016211428446695209,0.9981677532196045,2.1103980543557554e-4
id10217,0.022594932466745377,0.976081132888794,0.0013239483814686537
id12996,0.38054871559143066,0.04095063731074333,0.5785006284713745
id18262,0.8327898383140564,0.12786951661109924,0.039340607821941376
id08606,4.321656306274235e-4,0.9994122982025146,1.5557011647615582e-4
id17233,0.7665172219276428,0.019652625545859337,0.21383018791675568
id00101,0.5756366848945618,0.40229207277297974,0.022071268409490585
id12225,0.8542941212654114,0.058996766805648804,0.08670908957719803
id01364,0.01101855281740427,0.9871816635131836,0.0017997949616983533
id24973,0.7963830828666687,0.017863107845187187,0.18575377762317657
id25363,0.8466396331787109,9.285937412641943e-4,0.15243172645568848
id10061,0.2051733285188675,0.023765265941619873,0.7710614204406738
id17673,0.12750385701656342,0.6536495089530945,0.2188466340303421
id13249,0.21776415407657623,0.052380628883838654,0.7298551797866821
id10107,0.02702639251947403,0.009104595519602299,0.963869035243988
id04403,0.9957759976387024,0.001241534948348999,0.002982530975714326
id25728,0.965578019618988,0.015138508751988411,0.01928342692553997
id16184,0.2504132091999054,0.07917163521051407,0.6704151630401611
id03438,0.021817469969391823,7.330520311370492e-4,0.9774494767189026
id22923,2.6272822287864983e-4,0.9996682405471802,6.898278661537915e-5
id08610,0.9951187372207642,0.0028755180537700653,0.00200571003369987
id25355,0.04793538898229599,0.015724627301096916,0.9363399744033813
id16916,0.21902549266815186,0.7613859176635742,0.019588638097047806
id12793,0.006917773280292749,0.9917067289352417,0.0013754965038970113
id11859,0.8830609321594238,0.006647397764027119,0.11029170453548431
id02434,0.997825026512146,0.0016879455652087927,4.8709913971833885e-4
id27703,0.0021213802974671125,9.884611936286092e-4,0.996890127658844
id25212,0.004523305222392082,0.9944342970848083,0.001042420044541359
id11308,0.14241504669189453,0.11040717363357544,0.74717777967453
id26094,0.9704590439796448,0.01856328919529915,0.010977654717862606
id22080,0.8487246632575989,0.13506200909614563,0.01621331460773945
id03545,0.9923093318939209,0.0061605279333889484,0.0015301115345209837
id23725,0.0027565269265323877,0.004633873235434294,0.9926095604896545
id12009,0.863462507724762,0.08908122777938843,0.047456301748752594
id24241,0.27605101466178894,0.21959513425827026,0.5043538808822632
id03596,4.3606292456388474e-4,0.9994096755981445,1.543001999380067e-4
id10749,0.02180750109255314,0.9733368158340454,0.0048556849360466
id22794,0.003968001808971167,0.00420124176889658,0.9918307662010193
id15482,0.02255191095173359,0.904180109500885,0.07326792925596237
id04833,0.8730680346488953,0.10627506673336029,0.02065693587064743
id00397,0.00434098532423377,3.8722099270671606e-4,0.9952718615531921
id14691,0.035366810858249664,0.00996281299740076,0.9546703100204468
id05193,0.3434458076953888,0.009338083676993847,0.6472161412239075
id19541,0.9916714429855347,0.0014212536625564098,0.00690734526142478
id22166,0.008174152113497257,7.31794978491962e-4,0.9910940527915955
id20744,0.0016133219469338655,4.76183311548084e-4,0.9979104399681091
id10392,0.004216816741973162,6.380430422723293e-4,0.9951451420783997
id00770,0.9935142993927002,0.00411280756816268,0.002372871618717909
id06018,0.469001442193985,0.5078839063644409,0.023114612326025963
id15678,0.6796189546585083,0.00561721483245492,0.3147638440132141
id08305,0.9130101799964905,0.04549185559153557,0.04149796813726425
id08903,0.5346071720123291,0.016429979354143143,0.44896286725997925
id14752,0.3386938273906708,0.6422322988510132,0.01907389797270298
id12468,0.002885748166590929,0.9968619346618652,2.5236880173906684e-4
id05085,0.2998133897781372,0.6704869270324707,0.02969970554113388
id21993,0.6552468538284302,0.010976898483932018,0.33377623558044434
id15503,0.8649959564208984,0.09902045130729675,0.03598354384303093
id03021,4.057603364344686e-4,0.9994515776634216,1.4270706742536277e-4
id16123,0.9853165745735168,0.01221709605306387,0.002466293051838875
id19383,0.9955963492393494,0.0030162434559315443,0.0013873653952032328
id04186,0.9994995594024658,2.1033176744822413e-4,2.900682738982141e-4
id17954,0.0019836220890283585,2.54945014603436e-4,0.9977613687515259
id12030,0.23045307397842407,0.018512509763240814,0.7510344386100769
id13020,0.9187485575675964,0.05622292682528496,0.025028463453054428
id25327,0.007314905524253845,0.9648284316062927,0.02785663865506649
id16344,0.19921119511127472,0.11321917176246643,0.6875696182250977
id12303,0.04523657262325287,0.9493259787559509,0.005437423009425402
id15017,0.9992849230766296,4.8199715092778206e-4,2.3315260477829725e-4
id22308,0.2881001830101013,0.06425365805625916,0.6476461887359619
id06536,0.0013715459499508142,6.033050012774765e-4,0.9980251789093018
id19797,0.3107980787754059,0.41685062646865845,0.2723512649536133
id06332,0.41830599308013916,0.15043757855892181,0.43125641345977783
id22941,0.06965949386358261,0.11137593537569046,0.8189645409584045
id13547,0.009796597994863987,0.02709934674203396,0.9631040096282959
id06928,8.068030583672225e-4,1.4276153524406254e-4,0.9990504384040833
id12521,0.6027493476867676,0.23902703821659088,0.15822359919548035
id25716,0.7290509343147278,0.004679108504205942,0.2662699520587921
id27116,4.502512456383556e-4,7.894001464592293e-5,0.9994707703590393
id19941,0.015301845036447048,0.9754936099052429,0.009204518981277943
id05711,1.744712353684008e-4,1.1944620200665668e-4,0.9997060894966125
id02097,0.007332357112318277,0.008978807367384434,0.9836888313293457
id03563,7.559999939985573e-4,0.9991299510002136,1.1406025441829115e-4
id02295,0.21548128128051758,0.7462437152862549,0.03827501833438873
id08179,0.9994396567344666,1.1024923878721893e-4,4.5005028368905187e-4
id05332,0.02415887452661991,0.9706462025642395,0.005194892641156912
id15697,0.6974349617958069,0.03833630308508873,0.26422879099845886
id17026,0.11308053880929947,0.019582491368055344,0.8673369288444519
id04243,0.3153798282146454,0.6806769371032715,0.003943214658647776
id13175,0.9998183846473694,1.3461083290167153e-4,4.698968768934719e-5
id05387,0.9924991726875305,0.002838439540937543,0.004662328865379095
id19989,0.9360149502754211,0.032073840498924255,0.031911205500364304
id25173,0.050887417048215866,0.009495412930846214,0.9396171569824219
id08925,0.003752793651074171,0.9955276846885681,7.194648496806622e-4
id03034,0.0033365509007126093,0.9938603639602661,0.002803041832521558
id13272,8.149544009938836e-4,0.9979743361473083,0.0012106847716495395
id07956,0.9579411149024963,0.006455141119658947,0.03560379520058632
id02648,0.0020403689704835415,0.0010273234220221639,0.9969322681427002
id01778,0.012907345779240131,0.0025987860281020403,0.9844937920570374
id12846,9.043799364008009e-4,2.6341882767155766e-4,0.9988321661949158
id19001,0.3383200168609619,0.045214224606752396,0.6164657473564148
id05763,0.9004414677619934,0.026513783261179924,0.07304476201534271
id15590,0.004050577990710735,3.392175422050059e-4,0.9956101775169373
id04912,0.7327445149421692,0.18997707962989807,0.07727835327386856
id21201,0.8430479764938354,0.07367780804634094,0.0832742378115654
id13215,0.993344783782959,0.001074661617167294,0.005580566357821226
id15612,0.02472485415637493,0.9673248529434204,0.007950314320623875
id18501,0.03923599421977997,0.009568413719534874,0.9511955976486206
id07223,0.779288649559021,0.09833954274654388,0.12237180769443512
id06707,0.48087403178215027,0.39590713381767273,0.12321881949901581
id05238,0.00147991010453552,0.9981762170791626,3.439240681473166e-4
id00935,0.024897541850805283,0.030547726899385452,0.9445548057556152
id00110,0.9049415588378906,0.003459140658378601,0.09159930050373077
id17476,0.964704692363739,0.022542804479599,0.012752549722790718
id15170,0.9900779724121094,0.008634036406874657,0.001288030412979424
id13397,0.15206030011177063,0.01961631514132023,0.8283233642578125
id24283,0.8297911286354065,0.1409372240304947,0.029271667823195457
id15234,0.9940415024757385,0.0036508196499198675,0.002307661809027195
id16884,0.49649742245674133,0.4070397615432739,0.09646280109882355
id07831,0.5943094491958618,0.27846378087997437,0.12722676992416382
id16038,0.9511956572532654,0.034648362547159195,0.014155975542962551
id03629,0.9683191776275635,0.013097159564495087,0.018583670258522034
id21019,0.8111774325370789,0.1093246191740036,0.07949793338775635
id21835,0.288006991147995,0.04968499019742012,0.6623080372810364
id04480,3.802719002123922e-4,0.9993442893028259,2.753696753643453e-4
id20838,0.31556442379951477,0.6700775623321533,0.014358006417751312
id24195,0.5754754543304443,0.057182591408491135,0.36734193563461304
id05448,0.8848811984062195,0.10594978928565979,0.009169011376798153
id15957,0.0492742657661438,0.9360777139663696,0.01464798953384161
id19956,0.0076266746036708355,6.704404368065298e-4,0.9917028546333313
id15104,0.007482321001589298,0.004556771367788315,0.9879608750343323
id17559,0.7585418224334717,0.18192452192306519,0.05953366309404373
id16839,0.1735956072807312,0.2148163914680481,0.6115880012512207
id14493,0.7972159385681152,0.011392868123948574,0.19139118492603302
id08833,0.965724766254425,0.006599326152354479,0.02767590619623661
id15723,0.17832061648368835,0.007971558719873428,0.8137078881263733
id02716,0.996148943901062,0.0018732064636424184,0.0019778343848884106
id06689,0.015260743908584118,0.9825199842453003,0.002219335874542594
id18837,0.5049924254417419,0.0867423489689827,0.40826520323753357
id04466,0.9643037915229797,0.027191143482923508,0.008505010046064854
id00686,0.9734255075454712,0.0029297745786607265,0.023644743487238884
id09010,0.0838637426495552,0.9105691909790039,0.005567084066569805
id23353,0.9873830676078796,0.004659243393689394,0.007957756519317627
id00066,0.9413606524467468,0.04896371439099312,0.009675644338130951
id15724,0.2680050730705261,0.6510652303695679,0.08092968165874481
id23486,0.07127407938241959,0.0038091714959591627,0.9249167442321777
id22258,0.00372491916641593,0.0020288105588406324,0.9942463040351868
id02292,0.5997151136398315,0.3108750581741333,0.08940986543893814
id16356,0.07207398116588593,0.04368530586361885,0.8842407464981079
